Wavelength (nm),Absorbance (AU),Std.Dev.
190,0.630987644195557,0.634594327848508
191,-0.665083885192871,1.15698878424771
192,-0.00918769836425781,0.713123356702752
193,-0.550097465515137,0.830829163913602
194,0.623626708984375,0.547070277635218
195,0.235785484313965,0.771956441806709
196,0.898283958435059,0.679305747677822
197,-0.337527751922607,0.858771094628103
198,0.0593075752258301,1.37226734850803
199,0.897630214691162,0.892764015790637
200,0.487432956695557,0.910281978976844
201,0.412792682647705,0.553530924497449
202,-0.181492805480957,0.584999248797595
203,0.217132091522217,1.08270088710479
204,-0.684008121490479,1.2998600811121
205,-0.790235996246338,1.3101262015785
206,0.161201000213623,0.619814917718638
207,-0.173067092895508,0.550129823101443
208,-0.507448673248291,0.56268985511281
209,-0.00693655014038086,0.659312052682567
210,0.618448257446289,0.726751487517828
211,0.620476722717285,1.120406202497
212,0.777211666107178,1.30471089050889
213,0.33363676071167,0.969537230541587
214,-0.148326396942139,0.664372629787635
215,0.504306793212891,0.964883286133289
216,0.711176872253418,0.88894441219277
217,0.00769615173339844,0.595200223172054
218,-0.785240173339844,0.847647249376178
219,0.316824913024902,0.70213689250766
220,0.0419244766235352,0.404254413531102
221,-0.0150656700134277,0.345349837135861
222,-0.0738043785095215,0.460879564685321
223,0.124533176422119,0.381004579691759
224,0.210421562194824,0.595892003867679
225,0.031980037689209,0.613243928004489
226,-0.0427818298339844,1.03665133776683
227,0.498395919799805,0.577504417765841
228,0.406333923339844,0.604384109128613
229,0.0223121643066406,0.649589526342886
230,-0.0195283889770508,1.23249461205719
231,0.47865104675293,1.33869871808876
232,0.146127700805664,1.10593105395126
233,0.994208812713623,0.550199160496395
234,-0.098628044128418,0.361744903212195
235,0.457075119018555,0.576843490979952
236,0.452003955841064,1.07113905128489
237,-0.520559787750244,0.655330922636848
238,-0.177563667297363,0.439891274630554
239,0.115623474121094,0.468587211316501
240,0.820104122161865,0.374205701755816
241,0.725825786590576,0.563935884334935
242,0.713573455810547,0.622602824715524
243,1.0508074760437,1.04940808278703
244,1.25598764419556,1.09625828460382
245,0.996352672576904,0.478527582758755
246,0.389388561248779,0.134216072668655
247,0.790749073028564,0.23817716732951
248,1.00202226638794,0.221436488981251
249,0.990061283111572,0.358843867020794
250,1.01409959793091,0.297407776458597
251,0.818425178527832,0.331191493211678
252,1.28161668777466,0.465499799652548
253,1.7960376739502,0.357672598195612
254,1.19288873672485,0.182765961290513
255,0.840086936950684,0.162124081599473
256,1.30775356292725,0.578797645008329
257,1.85249376296997,1.21975119132961
258,1.62637090682983,0.619334674835121
259,1.33576965332031,0.3945892593492
260,1.88193941116333,0.848097163553873
261,2.19606637954712,1.14716128068648
262,1.45907115936279,0.551335049596942
263,1.74218273162842,0.320360133653323
264,1.52486228942871,0.330390015369501
265,2.36347246170044,0.55519617960822
266,1.99410343170166,0.428647534107096
267,2.23188304901123,0.275888844538911
268,1.82401514053345,0.733148077482049
269,2.37534236907959,0.357352494973888
270,1.82402753829956,0.156965524763737
271,2.07293224334717,0.215742969031492
272,2.28490018844604,0.269927245333696
273,2.28849267959595,0.53709161902469
274,2.84636974334717,0.860581539389209
275,2.97448492050171,0.694818556997751
276,2.64488410949707,1.09076042318249
277,3.19718170166016,0.617508816675418
278,2.6195592880249,0.293111944172199
279,2.76051378250122,0.458789020926456
280,2.97576904296875,0.297369294505087
281,2.55704689025879,0.656331375163063
282,3.10706663131714,1.33285005076059
283,3.19207429885864,0.787378307809769
284,3.07454824447632,1.06025728378187
285,3.71643924713135,0.782966863522972
286,2.77374839782715,0.69957873065912
287,3.19684505462646,1.36515473882542
288,3.04176139831543,0.740891137573109
289,3.28577327728271,0.842935805079115
290,3.37723541259766,0.5078125
291,2.63010168075562,0.409309020804231
292,3.52252149581909,0.802161539071542
293,2.87183475494385,0.553420648388276
294,3.54932498931885,0.882293818867898
295,3.10725164413452,0.542631414994619
296,3.34427213668823,0.34769465202232
297,2.9955940246582,0.20990869626245
298,3.07587909698486,0.288527534955911
299,3.2197585105896,0.254048938271959
300,3.2259373664856,0.343478008515806
301,3.27231216430664,0.525778928300966
302,3.74483060836792,0.487937378914741
303,3.35391807556152,0.389637423481554
304,3.10026454925537,0.540687654425767
305,3.43877172470093,0.435165717468824
306,3.19034385681152,0.753774680877018
307,3.54558706283569,0.746308460597477
308,3.39889717102051,0.395159231033635
309,3.18108463287354,0.338454641258549
310,3.21052646636963,0.290162339647325
311,3.3112940788269,0.440471909353693
312,3.74664545059204,0.670260596766754
313,3.65837717056274,0.392573266450035
314,3.23591995239258,0.297099781267669
315,3.46306180953979,0.518443409964808
316,3.56180143356323,0.434964050912185
317,3.85340261459351,0.516851642269992
318,3.52271366119385,0.279665403718639
319,3.23902034759522,0.256982565678102
320,3.60101222991943,0.477522087185504
321,3.42371845245361,0.303156208122871
322,3.22731685638428,0.23353119589898
323,3.48727512359619,0.329771723542874
324,3.2000150680542,0.183822165091444
325,3.48794984817505,0.152675170350655
326,3.3904709815979,0.149260797618016
327,3.39282274246216,0.599351659803637
328,3.72000455856323,0.352342883868115
329,3.96886825561523,0.192162091816388
330,3.23586750030518,0.301724626512555
331,3.34220170974731,0.5942380806414
332,3.99999952316284,0.405328733050024
333,3.84286308288574,0.222634833125678
334,3.45168876647949,0.360921434977978
335,3.65874910354614,0.540518301428997
336,3.71928262710571,0.969332612105166
337,3.75454664230347,0.480008036228301
338,3.207679271698,0.168430846017399
339,3.78005361557007,0.287255490030625
340,3.99999952316284,0.348784597998222
341,3.73670673370361,0.28560404694412
342,3.90847253799438,0.281412713348873
343,3.48460102081299,0.211339496863625
344,3.4347996711731,0.395323307658586
345,3.88132333755493,0.638716669874053
346,3.96258068084717,0.367374453735984
347,3.62629890441895,0.364967942593721
348,3.84909629821777,0.681234769038454
349,3.87758779525757,0.503648795665194
350,3.88382291793823,0.432289705693343
351,3.37859439849854,0.382353838751244
352,3.53300857543945,0.325978844453517
353,3.21443748474121,0.43315363361341
354,3.52941036224365,0.634750600783735
355,3.42282247543335,0.364497292674702
356,2.90907907485962,0.544792351318085
357,3.4041428565979,0.708960162293164
358,3.68067693710327,0.349816628512689
359,3.03138542175293,0.182692894567867
360,2.8624267578125,0.515920843159346
361,3.47337579727173,0.918658318129624
362,3.58916187286377,0.463356009461306
363,3.23631906509399,0.309864373840849
364,3.25444507598877,0.555223662526812
365,3.62295722961426,0.679721173734817
366,3.41895389556885,0.315119635252208
367,2.84191989898682,0.229232316295029
368,3.59623861312866,0.387851481849246
369,3.12367153167725,0.195126864906407
370,3.60423946380615,0.152581445176369
371,3.36201524734497,0.225921777201895
372,3.33984804153442,0.260454912556107
373,3.0462908744812,0.487624558406298
374,3.6613302230835,0.315845133243112
375,3.25652885437012,0.225803551018012
376,2.87068033218384,0.357587265354557
377,3.3122935295105,0.456337949036094
378,3.69052124023438,0.788017563057766
379,3.73384094238281,0.784679970593107
380,3.37206554412842,0.46136764886788
381,3.17526340484619,0.704588321041754
382,3.84669733047485,0.532970559400329
383,3.23291540145874,0.276151431350825
384,3.1907525062561,0.381784733219561
385,3.266197681427,0.361787081828698
386,3.50246238708496,0.617854663141442
387,3.77297019958496,0.699240572285167
388,3.35532283782959,0.389950589693545
389,3.06982040405273,0.292838512718614
390,3.62888431549072,0.515758150421845
391,3.7407865524292,0.501432274760884
392,3.13593530654907,0.45689768347417
393,3.48050594329834,0.47709850748021
394,3.76333141326904,0.401613034879542
