0,118.77710217041,136.282794218493,167.928556237467
1e-10,118.198984767214,134.77017474204,167.80643611018
2e-10,118.498945142984,135.59129765586,168.080337933977
3e-10,117.226276917763,134.874015288342,167.412663798173
4e-10,117.545735779738,135.288580449349,168.205231785459
5e-10,116.674761623926,135.085158326146,167.370845728878
6e-10,116.764720699362,134.279559129452,166.817265293494
7e-10,116.348614087148,134.018655417819,167.472385783448
8e-10,115.982757339184,134.729358344794,166.189650700638
9e-10,114.760620423558,134.287006072814,167.13766780711
1e-09,116.614750353461,134.182711255959,165.9668641627
1.1e-09,115.481600266016,133.7348122218,165.779974665217
1.2e-09,115.182463943085,133.461604965623,166.306945134591
1.3e-09,114.205954310623,133.341666406266,165.487159622733
1.4e-09,114.424647694454,133.011277717342,165.42369842317
1.5e-09,114.004385880544,132.725280184296,166.168589089515
1.6e-09,115.173781738727,132.774244490413,166.231765917348
1.7e-09,114.122740941497,132.423562857975,165.3753306875
1.8e-09,114.184061935105,131.529464379659,165.493202277314
1.9e-09,113.780490419052,132.58582126306,164.350235777135
2e-09,113.039815994189,131.003816738292,165.478095227133
2.1e-09,114.057003292213,131.65864954495,165.124195683128
2.2e-09,114.048235409409,131.62826444195,165.027270473701
2.3e-09,113.701363228415,130.441557795052,164.051821081023
2.4e-09,112.352125035533,131.141145335856,163.731487503168
2.5e-09,112.307613277106,131,163.428883616085
2.6e-09,111.883868363585,131.160207380135,164.261985864046
2.7e-09,112.356575241505,130.640728718115,164.261985864046
2.8e-09,113.039815994189,130.510535973154,164.109719395287
2.9e-09,112.298708808249,131.37731919932,163.456416209337
3e-09,111.772089539384,131.16783142219,162.993864915217
3.1e-09,112.396619166236,129.645670965135,162.93250136176
3.2e-09,111.713920350152,129.541499142167,162.803562614582
3.3e-09,111.552678139075,129.996153789256,162.889533119842
3.4e-09,110.435501538228,129.36769303037,162.188162330054
3.5e-09,111.130553854464,129.587808068506,162.742127305747
3.6e-09,111.337325277734,128.522371593431,162.689889052762
3.7e-09,110.751975151687,129.34450123604,163.251339963873
3.8e-09,111.022520238013,128.965111561228,161.483745312028
3.9e-09,110.882821031934,129.363828020046,162.403817689117
4e-09,110.990990625366,129.703508048163,162.339151162004
4.1e-09,109.972723890972,128.175660716066,161.486841569213
4.2e-09,110.063617967065,129.16655913974,161.864140562386
4.3e-09,110.281458096998,128.86426967938,161.774534460774
4.4e-09,108.972473588517,128.658462605458,161.211041805454
4.5e-09,110.004545360635,127.914033631967,160.760691712869
4.6e-09,109.137527917761,128.199063959141,161.201736963347
4.7e-09,109.402925006601,128.354976529934,161.996913550845
4.8e-09,109.571894206498,128.868149672446,162
4.9e-09,109.320629343231,127.448028623435,161.709616287962
5e-09,108.876076343704,127.027556065603,160.284122732103
5.1e-09,108.152669869957,128.464002740067,161.285461217061
5.2e-09,108.972473588517,126.439708952528,160.390149323454
5.3e-09,109.009173925867,127.792801049198,160.956515866864
5.4e-09,108.101803870241,127.882758806651,160.04374402019
5.5e-09,108.032402546643,127.910124696992,160.124951209985
5.6e-09,107.986110217935,127.542149895633,160.012499511757
5.7e-09,108.078675047393,125.773606134197,160.75758146974
5.8e-09,108,126.202218680972,159.818647222406
5.9e-09,108.055541273921,126.735945966407,160.617558193368
6e-09,108.305124532498,126.091236808908,159.731023912075
6.1e-09,107.163426596951,126.313103041608,160.564628732483
6.2e-09,107.429046351534,125.618469979538,159.665274872152
6.3e-09,107.34057946555,127.074781133001,159.471000498523
6.4e-09,106.57391800999,125.518922876194,160.121828618087
6.5e-09,107.172757732551,127.043299705258,159.511755052723
6.6e-09,107.466273779265,124.486947106916,159.417690360888
6.7e-09,106.995327000762,125.904725884297,158.637952583863
6.8e-09,106.334378260279,126.530628703093,158.587515271537
6.9e-09,107.69865365918,125.419296760905,158.971695593901
7e-09,106.306161627631,125.283678106927,159.11002482559
7.1e-09,106.831643252362,125,158.924510381502
7.2e-09,106.845683113545,124.446775771813,158.959114240109
7.3e-09,106.056588668503,125.343527954179,158.451885441607
7.4e-09,106.099010362962,125.546804021449,159.069167345529
7.5e-09,105.853672586264,124.967995902951,157.927198417499
7.6e-09,105.744976240009,125.283678106927,159.248233899155
7.7e-09,106.310864919819,124.149103903331,158.268758761797
7.8e-09,105.81115253129,124.803846094582,158.357191184992
7.9e-09,105.853672586264,123.769947887199,158.738779130999
8e-09,106.136704301575,124.494979818465,157.467456955398
8.1e-09,106.014149998951,125.415310070182,157.470632182639
8.2e-09,105.290075505719,123.866864011325,157.375347497631
8.3e-09,104.494018967594,123.91125856838,158.445574251855
8.4e-09,104.163333279998,123.247718031613,157.499206347207
8.5e-09,105.157025442906,123.822453537313,157.232312200769
8.6e-09,105.052367893351,123.93143265532,156.709923106356
